school,year,semester,grade,class,number,student_number,sex,chinese_1,chinese_2,chinese_3,math_1,math_2,math_3,english_1,english_2,english_3,science_1,science_2,science_3,society_1,society_2,society_3
2,109,1,7,1,2,10902,Male,83,70,72,69,57,87,88,85,86,78,68,70,81,74,90
2,109,1,7,1,3,10903,Female,60,60,60,60,61,65,66,64,65,73,71,72,67,63,65
2,109,1,7,1,4,10904,Female,62,55,78,71,56,47,82,72,74,74,66,66,85,81,79
2,109,1,7,1,5,10905,Female,55,55,63,83,82,86,96,89,84,60,42,38,62,69,55
2,109,1,7,1,7,10906,Male,62,58,62,75,74,80,91,90,88,84,92,86,92,81,80
2,109,1,7,1,8,10907,Female,75,73,77,75,73,77,60,60,60,79,77,81,82,78,77
2,109,1,7,1,9,10908,Male,75,65,82,91,77,75,92,93,91,82,82,70,79,78,81
2,109,1,7,1,10,10909,Female,76,60,84,31,59,54,79,80,81,70,76,62,72,63,68
2,109,1,7,1,11,10910,Female,68,70,69,50,52,57,63,65,67,60,60,60,65,67,69
2,109,1,7,1,12,10911,Male,66,64,63,72,71,79,70,70,70,75,77,76,77,70,75
2,109,1,7,1,13,10912,Female,94,88,88,97,95,100,96,90,93,96,98,96,95,91,97
2,109,1,7,1,14,10913,Female,86,78,84,88,77,73,92,81,81,74,84,70,84,70,66
2,109,1,7,1,15,10914,Male,74,68,78,75,88,76,88,75,85,88,94,76,83,84,79
2,109,1,7,1,16,10915,Male,81,73,69,61,59,55,69,73,64,78,68,74,89,70,78
2,109,1,7,1,18,10916,Male,85,75,89,81,82,86,96,87,85,88,88,82,76,60,87
2,109,1,7,1,19,10917,Male,60,60,60,45,46,50,50,55,57,60,60,60,67,60,68
2,109,1,7,1,20,10918,Male,90,73,75,85,84,82,80,83,84,10,28,22,70,40,50
2,109,1,7,1,21,10919,Female,,83,88,,42,60,,74,70,,66,76,,69,70
2,109,1,7,1,22,10920,Female,83,80,88,84,91,95,99,86,95,92,91,96,92,90,93
2,109,1,7,1,23,10921,Male,51,55,57,60,60,60,51,52,56,60,60,60,56,52,51
2,109,2,7,1,1,10901,Male,87,98,,56,69,,90,85,,90,96,,87,91,
2,109,2,7,1,2,10902,Male,72,81,,74,61,,76,82,,64,74,,79,85,
2,109,2,7,1,3,10903,Female,62,64,,62,62,,56,58,,60,60,,55,59,
2,109,2,7,1,4,10904,Female,60,60,,62,62,,43,45,,63,67,,60,62,
2,109,2,7,1,5,10905,Female,55,60,,88,71,,82,80,,46,50,,59,64,
2,109,2,7,1,7,10906,Male,58,69,,60,62,,93,81,,82,76,,61,75,
2,109,2,7,1,8,10907,Female,60,78,,50,52,,37,24,,62,72,,62,72,
2,109,2,7,1,9,10908,Male,65,86,,78,94,,86,88,,80,56,,82,86,
2,109,2,7,1,10,10909,Female,68,71,,54,28,,90,83,,46,50,,63,73,
2,109,2,7,1,11,10910,Female,69,73,,57,57,,40,42,,56,54,,60,60,
2,109,2,7,1,12,10911,Male,50,56,,72,72,,48,52,,56,58,,62,64,
2,109,2,7,1,13,10912,Female,82,94,,100,100,,97,88,,100,92,,95,91,
2,109,2,7,1,14,10913,Female,77,81,,66,72,,80,82,,72,62,,74,64,
2,109,2,7,1,15,10914,Male,64,78,,70,79,,80,73,,80,70,,81,89,
2,109,2,7,1,16,10915,Male,74,80,,72,71,,60,51,,60,64,,79,78,
2,109,2,7,1,18,10916,Male,73,89,,74,64,,90,77,,90,80,,68,69,
2,109,2,7,1,19,10917,Male,48,52,,24,27,,34,14,,46,56,,60,69,
2,109,2,7,1,20,10918,Male,71,68,,82,88,,88,71,,45,58,,40,55,
2,109,2,7,1,21,10919,Female,68,89,,70,60,,68,58,,66,42,,64,79,
2,109,2,7,1,22,10920,Female,87,92,,100,94,,100,95,,96,92,,90,98,
2,109,2,7,1,23,10921,Male,35,23,,20,24,,30,29,,20,22,,35,21,
2,110,1,8,1,1,10901,Male,94,92,90,92,82,54,88,99,92,98,92,86,94,93,79
2,110,1,8,1,2,10902,Male,68,80,72,57,70,66,70,79,67,76,70,64,77,78,64
2,110,1,8,1,3,10903,Female,60,62,67,60,60,60,62,62,64,64,64,67,62,65,65
2,110,1,8,1,4,10904,Female,58,55,61,12,26,12,50,51,45,44,56,52,56,38,32
2,110,1,8,1,5,10905,Female,49,46,64,66,88,79,73,83,75,68,52,36,58,47,43
2,110,1,8,1,7,10906,Male,52,65,67,76,58,63,83,78,76,66,78,58,78,63,54
2,110,1,8,1,8,10907,Female,73,65,72,70,86,77,44,44,35,80,76,56,78,66,64
2,110,1,8,1,9,10908,Male,67,78,79,83,85,86,90,91,95,78,70,66,71,60,78
2,110,1,8,1,10,10909,Female,65,83,87,51,60,33,76,83,80,50,68,74,71,70,55
2,110,1,8,1,11,10910,Female,46,57,65,60,19,21,42,50,43,56,34,40,64,47,42
2,110,1,8,1,12,10911,Male,60,60,60,60,60,60,60,60,60,68,65,68,62,70,60
2,110,1,8,1,13,10912,Female,89,95,89,100,92,100,96,98,90,96,98,92,92,83,89
2,110,1,8,1,14,10913,Female,57,68,65,42,40,31,75,73,57,74,52,52,73,44,51
2,110,1,8,1,15,10914,Male,66,71,63,37,57,60,75,60,69,74,76,76,55,60,77
2,110,1,8,1,16,10915,Male,65,66,62,64,58,37,55,75,60,64,56,50,72,54,67
2,110,1,8,1,18,10916,Male,76,89,82,88,72,48,86,76,69,84,82,78,73,70,64
2,110,1,8,1,19,10917,Male,55,60,40,24,23,3,23,38,32,46,40,26,38,60,23
2,110,1,8,1,20,10918,Male,78,83,53,86,84,86,86,87,85,35,36,28,90,85,60
2,110,1,8,1,21,10919,Female,71,85,75,63,70,79,43,46,60,70,56,52,52,69,64
2,110,1,8,1,22,10920,Female,89,95,81,90,84,100,99,93,92,98,94,86,91,86,90
2,110,1,8,1,23,10921,Male,16,21,24,4,12,9,26,19,42,32,40,34,37,50,19
2,110,2,8,1,1,10901,Male,98,92,92,60,60,52,89,96,90,88,94,82,93,90,88
2,110,2,8,1,2,10902,Male,74,69,84,82,57,56,91,75,77,66,68,62,79,72,85
2,110,2,8,1,3,10903,Female,63,61,62,60,60,63,50,52,50,63,64,68,63,65,70
2,110,2,8,1,4,10904,Female,66,71,73,28,26,36,60,60,60,68,66,70,63,60,60
2,110,2,8,1,5,10905,Female,61,48,63,79,63,63,77,80,61,62,38,48,67,58,54
2,110,2,8,1,7,10906,Male,61,62,63,72,65,71,84,88,74,70,84,60,65,76,65
2,110,2,8,1,8,10907,Female,67,73,83,89,69,63,30,45,32,68,66,60,78,72,78
2,110,2,8,1,9,10908,Male,81,64,79,92,59,83,96,86,95,78,80,72,71,80,59
2,110,2,8,1,10,10909,Female,71,74,82,66,52,19,76,78,75,70,92,70,72,84,78
2,110,2,8,1,11,10910,Female,65,72,73,34,38,39,60,60,60,60,67,62,57,59,61
2,110,2,8,1,12,10911,Male,67,64,66,60,61,65,60,60,60,65,72,70,65,64,69
2,110,2,8,1,13,10912,Female,87,89,95,97,100,100,94,91,86,96,98,96,91,86,91
2,110,2,8,1,14,10913,Female,75,60,72,57,51,55,71,72,65,48,56,60,52,54,55
2,110,2,8,1,15,10914,Male,76,62,89,75,56,73,61,61,38,76,62,60,82,74,73
2,110,2,8,1,16,10915,Male,81,56,84,70,56,59,82,81,77,60,72,72,78,66,74
2,110,2,8,1,18,10916,Male,79,88,86,87,72,66,80,81,78,76,82,80,73,62,55
2,110,2,8,1,19,10917,Male,35,51,70,3,7,6,44,32,29,32,46,18,33,60,44
2,110,2,8,1,20,10918,Male,60,50,43,85,78,87,82,83,87,30,28,18,70,70,49
2,110,2,8,1,21,10919,Female,87,80,92,84,58,56,59,60,48,56,42,64,66,64,79
2,110,2,8,1,22,10920,Female,85,83,94,91,79,100,98,97,97,98,86,88,86,82,96
2,110,2,8,1,23,10921,Male,38,33,58,3,10,6,18,34,29,22,28,36,26,48,35
2,111,1,9,1,1,10901,Male,96,94,90,50,68,66,94,92,87,80,76,84,96,98,93
2,111,1,9,1,2,10902,Male,72,68,72,74,52,58,72,68,80,79,52,74,89,72,75
2,111,1,9,1,4,10904,Female,44,52,62,24,20,33,34,26,46,47,26,64,41,34,43
2,111,1,9,1,5,10905,Female,44,40,56,92,72,46,68,57,59,64,42,52,52,41,40
2,111,1,9,1,6,10903,Female,43,47,48,42,40,41,34,35,39,54,52,65,60,60,62
2,111,1,9,1,7,10906,Male,51,64,60,81,44,61,80,60,75,77,56,86,86,68,76
2,111,1,9,1,8,10907,Female,60,68,74,65,73,64,32,40,39,78,52,62,87,75,74
2,111,1,9,1,9,10908,Male,73,64,54,75,78,88,86,82,87,82,70,74,75,68,72
2,111,1,9,1,10,10909,Female,81,72,70,74,70,41,61,58,67,62,54,72,77,70,64
2,111,1,9,1,11,10910,Female,53,60,64,32,20,27,45,29,37,42,28,52,57,60,61
2,111,1,9,1,12,10911,Male,63,60,62,68,68,71,45,51,54,78,70,74,77,75,79
2,111,1,9,1,13,10912,Female,94,86,96,92,98,100,93,93,97,100,98,92,97,88,84
2,111,1,9,1,14,10913,Female,65,74,68,53,40,33,77,59,64,60,48,68,60,49,57
2,111,1,9,1,15,10914,Male,63,62,70,74,36,40,78,54,44,90,58,82,76,65,92
2,111,1,9,1,16,10915,Male,65,70,78,60,44,63,67,49,74,73,66,86,71,67,65
2,111,1,9,1,17,10922,Female,55,50,36,21,12,6,40,29,21,54,32,24,48,60,41
2,111,1,9,1,18,10916,Male,77,76,82,63,44,40,77,78,79,78,72,78,67,78,47
2,111,1,9,1,19,10917,Male,59,56,38,3,24,15,22,24,20,54,20,28,49,35,25
2,111,1,9,1,20,10918,Male,67,60,31,81,76,82,79,77,91,38,20,14,40,70,31
2,111,1,9,1,21,10919,Female,88,85,87,77,79,80,60,60,60,74,70,72,80,78,82
2,111,1,9,1,22,10920,Female,81,86,78,92,98,97,95,95,97,94,94,98,92,95,92
2,111,1,9,1,23,10921,Male,69,58,60,9,12,16,25,33,20,58,36,48,60,37,33
2,111,2,9,1,1,10901,Male,98,94,,88,73,,92,88,,80,76,,96,100,
2,111,2,9,1,2,10902,Male,74,86,,74,74,,68,51,,84,60,,92,100,
2,111,2,9,1,4,10904,Female,59,70,,16,54,,20,27,,48,28,,32,64,
2,111,2,9,1,5,10905,Female,61,66,,96,80,,74,44,,54,36,,65,85,
2,111,2,9,1,6,10903,Female,48,52,,44,44,,10,14,,54,56,,64,66,
2,111,2,9,1,7,10906,Male,60,58,,84,64,,73,70,,76,64,,80,100,
2,111,2,9,1,8,10907,Female,66,70,,76,73,,18,15,,66,60,,74,100,
2,111,2,9,1,9,10908,Male,71,76,,83,81,,85,65,,76,62,,81,100,
2,111,2,9,1,10,10909,Female,69,82,,44,69,,67,72,,78,68,,79,100,
2,111,2,9,1,11,10910,Female,40,48,,20,47,,44,5,,46,32,,24,70,
2,111,2,9,1,12,10911,Male,57,56,,92,76,,57,29,,60,52,,67,79,
2,111,2,9,1,13,10912,Female,76,96,,96,94,,95,90,,88,94,,94,100,
2,111,2,9,1,14,10913,Female,81,74,,44,69,,62,49,,74,72,,60,100,
2,111,2,9,1,15,10914,Male,76,78,,48,73,,31,18,,66,74,,86,100,
2,111,2,9,1,16,10915,Male,74,88,,76,64,,76,61,,71,73,,71,99,
2,111,2,9,1,17,10922,Female,31,78,,12,59,,25,5,,24,26,,12,94,
2,111,2,9,1,18,10916,Male,73,76,,90,70,,66,57,,72,66,,77,66,
2,111,2,9,1,19,10917,Male,43,38,,8,39,,22,6,,26,24,,36,32,
2,111,2,9,1,20,10918,Male,50,62,,81,84,,80,85,,28,34,,60,71,
2,111,2,9,1,21,10919,Female,80,82,,82,76,,58,37,,68,58,,78,100,
2,111,2,9,1,22,10920,Female,96,88,,100,92,,97,89,,92,84,,98,100,
2,111,2,9,1,23,10921,Male,45,70,,20,64,,31,5,,70,42,,48,97,
2,110,1,7,1,2,11001,Male,59,29,57,62,12,8,36,19,31,62,28,46,52,34,69
2,110,1,7,1,3,11002,Male,58,35,71,35,3,4,47,29,47,36,52,53,54,60,62
2,110,1,7,1,4,11003,Male,35,72,77,77,35,16,73,75,90,32,38,44,37,42,47
2,110,1,7,1,5,11004,Female,93,81,96,97,82,77,93,91,91,90,88,85,96,97,94
2,110,1,7,1,6,11005,Male,77,64,77,72,59,77,87,94,90,62,42,64,57,60,57
2,110,1,7,1,7,11006,Female,82,80,86,68,61,71,57,63,58,82,90,78,77,76,69
2,110,1,7,1,8,11007,Male,79,65,62,94,75,80,83,79,80,80,80,72,74,60,71
2,110,1,7,1,9,11008,Male,61,44,64,68,20,8,55,51,37,76,44,66,53,49,57
2,110,1,7,1,10,11009,Female,85,71,81,91,69,92,80,74,80,86,88,58,86,79,76
2,110,1,7,1,11,11010,Female,72,37,34,75,11,15,28,25,26,64,24,47,66,42,28
2,110,1,7,1,12,11011,Male,70,73,49,88,77,86,65,62,94,38,28,33,39,27,53
2,110,1,7,1,13,11012,Female,92,74,73,88,65,54,85,74,72,84,86,56,81,63,70
2,110,1,7,1,14,11013,Female,83,69,69,72,52,44,75,80,77,78,46,54,66,61,61
2,110,1,7,1,15,11014,Male,96,85,97,94,97,97,95,93,93,94,92,97,95,86,88
2,110,1,7,1,16,11015,Female,37,31,53,34,8,2,24,41,19,52,30,53,42,35,42
2,110,1,7,1,17,11016,Female,81,87,93,97,85,80,86,85,83,88,92,91,83,86,89
2,110,1,7,1,19,11017,Female,83,73,75,87,61,69,96,86,89,80,82,66,81,85,86
2,110,1,7,1,20,11018,Male,51,18,16,47,23,0,28,19,16,48,18,38,50,39,30
2,110,1,7,1,21,11019,Female,72,65,69,52,38,14,53,56,68,48,50,50,60,52,61
2,110,2,7,1,2,11001,Male,59,56,43,4,26,16,21,12,27,40,56,50,42,58,40
2,110,2,7,1,3,11002,Male,43,34,22,2,20,12,25,20,37,4,36,64,36,52,53
2,110,2,7,1,4,11003,Male,86,69,85,85,89,84,86,74,77,26,56,60,48,42,27
2,110,2,7,1,5,11004,Female,92,93,88,89,88,85,93,92,90,94,100,96,94,92,92
2,110,2,7,1,6,11005,Male,62,77,56,41,68,57,81,86,86,44,64,70,40,74,60
2,110,2,7,1,7,11006,Female,81,87,79,69,60,59,47,67,67,96,88,94,81,76,72
2,110,2,7,1,8,11007,Male,72,76,64,91,79,82,84,75,91,86,78,82,81,78,77
2,110,2,7,1,9,11008,Male,65,58,50,27,29,20,43,35,32,82,72,72,64,68,62
2,110,2,7,1,10,11009,Female,76,84,69,84,67,69,75,72,61,94,72,80,79,82,85
2,110,2,7,1,11,11010,Female,66,24,16,34,38,24,37,22,21,54,24,44,56,58,27
2,110,2,7,1,12,11011,Male,71,64,71,74,83,86,86,64,79,42,30,36,30,48,21
2,110,2,7,1,13,11012,Female,72,79,72,60,44,48,68,62,52,94,86,84,72,78,67
2,110,2,7,1,14,11013,Female,75,76,70,71,50,33,69,64,64,64,50,76,70,66,73
2,110,2,7,1,15,11014,Male,88,88,87,94,92,95,92,90,92,96,98,98,90,94,88
2,110,2,7,1,16,11015,Female,60,26,14,8,30,20,22,32,20,22,26,40,40,30,13
2,110,2,7,1,17,11016,Female,87,88,79,96,78,86,84,89,84,98,98,94,82,88,88
2,110,2,7,1,19,11017,Female,77,83,67,85,61,62,93,91,92,96,96,78,89,88,84
2,110,2,7,1,20,11018,Male,30,12,25,4,16,19,15,28,19,24,18,22,28,26,28
2,110,2,7,1,21,11019,Female,64,73,50,37,47,37,45,64,24,68,66,52,53,54,43
2,111,1,8,1,2,11001,Male,39,47,77,16,9,6,18,43,43,40,16,42,45,47,46
2,111,1,8,1,3,11002,Male,8,54,70,5,9,3,15,22,24,50,32,28,13,46,39
2,111,1,8,1,4,11003,Male,78,73,71,88,92,78,72,74,82,44,46,54,43,36,41
2,111,1,8,1,5,11004,Female,88,94,93,75,88,94,85,86,85,92,96,96,92,93,95
2,111,1,8,1,6,11005,Male,64,61,66,62,62,80,79,90,93,58,54,66,52,59,49
2,111,1,8,1,7,11006,Female,76,81,93,64,32,83,33,34,53,72,62,78,68,55,56
2,111,1,8,1,8,11007,Male,67,73,75,77,82,88,79,79,87,82,80,80,67,79,44
2,111,1,8,1,9,11008,Male,53,59,60,12,30,34,31,28,40,54,42,60,48,49,28
2,111,1,8,1,10,11009,Female,75,80,86,80,77,85,63,74,74,76,78,76,70,74,55
2,111,1,8,1,11,11010,Female,40,59,73,12,15,15,27,32,28,28,34,42,43,33,25
2,111,1,8,1,12,11011,Male,62,73,71,87,80,82,70,60,73,18,34,38,28,27,27
2,111,1,8,1,13,11012,Female,84,91,86,62,65,70,75,79,69,76,54,76,62,74,65
2,111,1,8,1,14,11013,Female,66,89,89,51,44,82,65,68,73,54,58,84,55,60,58
2,111,1,8,1,15,11014,Male,90,91,94,95,97,100,89,92,95,88,90,98,90,92,91
2,111,1,8,1,16,11015,Female,22,53,66,3,2,3,19,24,19,12,32,26,34,43,34
2,111,1,8,1,17,11016,Female,90,98,90,87,82,76,83,77,74,82,86,92,87,84,70
2,111,1,8,1,19,11017,Female,80,71,90,77,75,74,92,80,82,78,76,80,78,79,62
2,111,1,8,1,20,11018,Male,15,61,67,4,3,12,22,17,24,34,24,24,33,36,29
2,111,1,8,1,21,11019,Female,57,70,66,46,38,30,45,42,54,38,44,58,45,47,38
2,111,2,8,1,2,11001,Male,79,76,68,10,18,27,24,33,47,50,50,60,49,61,55
2,111,2,8,1,3,11002,Male,89,70,18,6,12,15,19,26,19,28,46,8,45,45,31
2,111,2,8,1,4,11003,Male,66,81,75,86,87,77,79,89,72,32,40,54,47,41,47
2,111,2,8,1,5,11004,Female,94,94,89,87,79,100,99,96,88,88,98,92,97,98,92
2,111,2,8,1,6,11005,Male,62,83,68,67,78,95,93,92,80,56,78,68,66,72,64
2,111,2,8,1,7,11006,Female,96,91,85,70,60,86,50,60,60,78,80,74,70,80,67
2,111,2,8,1,8,11007,Male,83,59,79,84,94,100,84,85,87,78,92,78,82,78,74
2,111,2,8,1,9,11008,Male,64,71,69,17,39,57,28,37,41,52,60,66,71,70,59
2,111,2,8,1,10,11009,Female,95,83,83,86,72,82,86,83,76,74,90,74,80,68,55
2,111,2,8,1,11,11010,Female,82,36,61,12,15,9,27,31,28,32,22,30,42,15,37
2,111,2,8,1,12,11011,Male,70,80,61,78,83,76,69,63,72,22,26,28,24,26,32
2,111,2,8,1,13,11012,Female,98,81,94,54,78,87,65,63,71,74,90,78,86,88,67
2,111,2,8,1,14,11013,Female,86,96,81,74,56,75,76,62,64,64,84,72,82,66,60
2,111,2,8,1,15,11014,Male,98,88,93,96,100,100,97,95,95,100,94,88,95,92,88
2,111,2,8,1,16,11015,Female,64,29,25,9,6,12,26,16,22,38,0,34,18,23,32
2,111,2,8,1,17,11016,Female,92,96,85,83,87,96,87,84,82,94,92,78,90,89,89
2,111,2,8,1,19,11017,Female,90,90,84,83,81,88,91,85,85,70,90,86,80,89,80
2,111,2,8,1,20,11018,Male,71,67,58,0,12,9,30,40,19,26,34,32,23,42,26
2,111,2,8,1,21,11019,Female,64,69,73,6,33,19,52,41,37,32,38,62,53,60,52
2,112,1,9,1,2,11001,Male,79,64,79,56,46,53,41,46,35,74,62,78,71,54,47
2,112,1,9,1,3,11002,Male,66,72,77,20,16,12,28,21,29,60,28,30,60,57,47
2,112,1,9,1,4,11003,Male,81,77,67,90,86,84,82,70,79,72,50,58,45,56,48
2,112,1,9,1,5,11004,Female,90,91,87,84,78,92,86,77,88,90,82,92,98,91,83
2,112,1,9,1,6,11005,Male,73,61,67,57,60,64,89,80,86,84,66,74,76,52,56
2,112,1,9,1,7,11006,Female,83,90,87,52,53,67,62,59,55,74,66,68,91,67,70
2,112,1,9,1,8,11007,Male,71,75,76,89,100,91,72,88,81,92,74,82,74,75,81
2,112,1,9,1,9,11008,Male,62,74,70,52,67,74,25,25,21,76,76,78,67,73,58
2,112,1,9,1,10,11009,Female,86,86,78,63,83,74,71,77,67,92,80,76,86,77,70
2,112,1,9,1,11,11010,Female,68,63,68,86,53,51,10,24,27,74,56,26,53,33,35
2,112,1,9,1,12,11011,Male,69,84,73,71,73,73,80,66,75,36,36,26,47,40,34
2,112,1,9,1,13,11012,Female,84,81,78,63,54,61,77,67,67,86,60,62,87,84,77
2,112,1,9,1,14,11013,Female,80,86,71,40,82,94,71,73,70,86,72,72,71,84,69
2,112,1,9,1,15,11014,Male,88,86,85,98,92,96,89,97,96,96,90,90,94,92,88
2,112,1,9,1,16,11015,Female,70,55,54,0,4,15,21,17,33,50,38,32,37,35,31
2,112,1,9,1,17,11016,Female,87,82,89,78,88,77,75,82,84,98,72,88,98,93,85
2,112,1,9,1,19,11017,Female,83,82,78,68,68,73,79,87,85,88,72,78,92,85,65
2,112,1,9,1,20,11018,Male,47,56,53,38,41,41,33,35,46,48,44,46,49,51,53
2,112,1,9,1,21,11019,Female,69,69,65,64,64,45,45,49,50,72,52,76,60,56,65
2,111,1,7,1,1,11101,Male,86,90,91,61,52,71,65,64,68,84,88,92,82,79,78
2,111,1,7,1,2,11102,Male,86,84,72,86,96,86,87,90,87,82,76,80,60,65,71
2,111,1,7,1,3,11103,Female,76,70,74,76,80,77,84,84,77,80,62,74,73,76,78
2,111,1,7,1,4,11104,Female,54,20,23,63,21,15,35,25,17,70,24,34,42,19,32
2,111,1,7,1,5,11105,Male,80,76,77,78,54,67,86,89,81,88,76,72,69,75,82
2,111,1,7,1,6,11106,Female,39,48,59,59,53,4,66,81,76,40,36,42,47,41,50
2,111,1,7,1,7,11107,Male,88,85,82,79,97,94,86,92,89,86,80,78,77,78,83
2,111,1,7,1,8,11108,Male,42,44,34,18,21,24,34,27,19,36,50,40,30,51,53
2,111,1,7,1,9,11109,Female,76,61,71,53,52,28,55,48,56,86,62,60,72,71,71
2,111,1,7,1,10,11110,Male,50,59,57,73,64,20,71,75,51,64,61,61,66,60,72
2,111,1,7,1,11,11111,Male,66,77,63,72,61,56,77,82,84,70,70,76,71,79,78
2,111,1,7,1,12,11112,Female,95,94,91,98,83,95,98,98,97,100,94,98,94,98,90
2,111,1,7,1,13,11113,Female,82,56,63,67,71,50,63,59,73,76,62,64,73,60,63
2,111,1,7,1,14,11114,Female,45,28,18,40,27,12,32,21,26,38,32,20,30,44,30
2,111,1,7,1,15,11115,Female,38,51,63,32,22,22,44,32,49,38,38,50,54,42,36
2,111,1,7,1,16,11116,Male,38,40,22,57,15,24,40,25,28,66,40,24,24,35,36
2,111,1,7,1,17,11117,Female,68,63,66,43,59,54,68,69,66,46,62,54,60,60,62
2,111,1,7,1,18,11118,Male,43,68,53,36,21,18,40,33,45,56,42,46,41,49,43
2,111,1,7,1,20,11119,Male,66,67,62,71,60,54,74,81,76,62,52,72,48,55,61
2,111,1,7,1,21,11120,Female,64,44,36,41,18,19,34,43,40,52,30,50,47,29,54
2,111,1,7,1,22,11121,Female,84,77,84,83,75,61,86,79,81,94,70,74,77,78,78
2,111,1,7,1,23,11122,Male,37,46,34,49,50,37,44,39,43,50,40,50,47,40,44
2,111,1,7,1,24,11123,Male,56,49,75,38,44,26,38,36,41,48,40,36,34,44,56
2,111,1,7,1,25,11124,Female,74,83,73,52,72,72,62,81,53,72,58,86,54,62,57
2,111,1,7,1,28,11125,Male,84,96,93,89,74,76,65,86,79,88,86,98,86,79,87
2,111,2,7,1,1,11101,Male,84,88,88,49,42,60,52,64,53,80,82,98,79,74,76
2,111,2,7,1,2,11102,Male,86,76,83,89,94,95,88,82,85,90,94,98,83,87,64
2,111,2,7,1,3,11103,Female,73,62,67,79,88,73,76,73,64,84,62,84,72,65,64
2,111,2,7,1,4,11104,Female,25,23,26,21,0,20,31,43,14,24,8,28,46,19,31
2,111,2,7,1,5,11105,Male,71,62,65,55,42,82,80,84,88,64,60,84,68,72,74
2,111,2,7,1,6,11106,Female,56,67,61,33,36,27,72,74,78,32,54,64,58,49,43
2,111,2,7,1,7,11107,Male,92,84,80,87,85,86,91,89,94,84,78,94,80,77,76
2,111,2,7,1,8,11108,Male,41,31,38,30,18,34,19,20,30,42,54,72,61,60,49
2,111,2,7,1,9,11109,Female,66,59,54,45,37,53,32,50,38,62,76,92,60,54,58
2,111,2,7,1,10,11110,Male,63,62,61,65,55,66,54,69,60,64,54,88,74,82,76
2,111,2,7,1,11,11111,Male,67,74,68,69,62,66,70,78,75,76,76,92,69,72,70
2,111,2,7,1,12,11112,Female,100,98,92,99,91,92,93,98,94,96,98,96,91,91,88
2,111,2,7,1,13,11113,Female,65,66,57,76,71,85,56,56,54,74,72,92,62,51,70
2,111,2,7,1,14,11114,Female,55,46,29,15,24,12,40,33,15,26,22,32,44,30,27
2,111,2,7,1,15,11115,Female,54,30,48,54,37,55,36,48,55,38,46,70,35,43,48
2,111,2,7,1,16,11116,Male,34,30,37,3,15,39,32,30,20,28,20,14,52,27,22
2,111,2,7,1,17,11117,Female,59,65,57,57,54,69,78,61,71,56,68,84,59,46,49
2,111,2,7,1,18,11118,Male,38,30,38,3,0,24,29,28,21,38,46,70,46,30,32
2,111,2,7,1,20,11119,Male,69,63,68,61,54,71,76,67,66,72,58,78,68,63,42
2,111,2,7,1,21,11120,Female,67,66,43,34,15,23,20,37,20,84,66,30,68,47,38
2,111,2,7,1,22,11121,Female,78,60,77,73,79,82,83,74,73,88,82,92,69,67,65
2,111,2,7,1,23,11122,Male,39,50,27,50,24,34,35,35,37,52,48,86,52,40,36
2,111,2,7,1,24,11123,Male,72,54,51,47,35,35,32,30,30,42,54,82,60,44,41
2,111,2,7,1,25,11124,Female,86,78,83,75,40,54,62,64,56,80,76,90,61,69,51
2,111,2,7,1,28,11125,Male,97,87,84,78,73,73,65,78,85,96,100,96,85,87,77
2,112,1,8,1,1,11101,Male,91,86,96,46,60,51,69,46,40,84,80,74,73,69,77
2,112,1,8,1,2,11102,Male,81,87,94,74,92,97,84,86,80,82,90,92,89,87,89
2,112,1,8,1,3,11103,Female,69,73,60,69,70,71,81,75,63,66,84,82,63,49,60
2,112,1,8,1,4,11104,Female,36,54,37,8,6,3,38,22,20,48,46,12,45,38,39
2,112,1,8,1,5,11105,Male,73,62,82,61,62,56,78,80,73,84,78,74,63,51,61
2,112,1,8,1,6,11106,Female,60,54,54,30,3,9,77,67,62,58,58,64,43,50,45
2,112,1,8,1,7,11107,Male,87,80,83,83,97,97,88,87,87,84,78,76,75,79,69
2,112,1,8,1,8,11108,Male,33,42,46,4,3,6,17,28,30,34,38,40,53,46,50
2,112,1,8,1,9,11109,Female,68,60,66,51,25,12,43,45,45,60,62,60,47,45,58
2,112,1,8,1,10,11110,Male,60,67,57,65,73,49,54,50,56,66,66,62,81,82,76
2,112,1,8,1,11,11111,Male,80,79,74,69,55,82,75,83,68,76,72,76,73,89,74
2,112,1,8,1,12,11112,Female,94,96,98,94,97,97,98,96,95,100,94,92,91,94,98
2,112,1,8,1,13,11113,Female,62,76,63,78,94,76,55,62,43,80,72,78,57,51,68
2,112,1,8,1,14,11114,Female,46,24,15,8,3,6,26,30,19,52,40,22,47,48,26
2,112,1,8,1,15,11115,Female,49,69,60,61,61,73,48,32,29,64,42,68,45,34,36
2,112,1,8,1,16,11116,Male,30,37,53,88,84,80,60,36,16,24,20,22,31,29,27
2,112,1,8,1,17,11117,Female,66,68,73,64,62,66,60,60,60,66,65,73,61,65,66
2,112,1,8,1,18,11118,Male,43,44,46,2,3,6,34,36,52,34,40,44,29,43,44
2,112,1,8,1,20,11119,Male,53,80,73,67,78,85,65,71,68,84,70,76,65,65,56
2,112,1,8,1,21,11120,Female,49,45,49,18,8,6,26,36,35,40,54,52,45,33,25
2,112,1,8,1,22,11121,Female,69,81,82,78,84,83,65,80,62,80,78,80,65,60,67
2,112,1,8,1,23,11122,Male,44,39,28,44,12,21,33,50,31,50,44,58,43,42,35
